,unit,sex,age,region,year,value
12080,YR,T,Y40,PT,1974,33.5
12081,YR,T,Y41,PT,1974,32.6
12082,YR,T,Y42,PT,1974,31.7
12083,YR,T,Y43,PT,1974,30.8
12084,YR,T,Y44,PT,1974,29.9
12085,YR,T,Y45,PT,1974,29.0
12086,YR,T,Y46,PT,1974,28.2
12087,YR,T,Y47,PT,1974,27.3
12088,YR,T,Y48,PT,1974,26.4
12089,YR,T,Y49,PT,1974,25.6
12090,YR,T,Y5,PT,1974,66.5
12091,YR,T,Y50,PT,1974,24.7
12092,YR,T,Y51,PT,1974,23.9
12093,YR,T,Y52,PT,1974,23.1
12094,YR,T,Y53,PT,1974,22.3
12095,YR,T,Y54,PT,1974,21.4
12096,YR,T,Y55,PT,1974,20.6
12097,YR,T,Y56,PT,1974,19.8
12098,YR,T,Y57,PT,1974,19.0
12099,YR,T,Y58,PT,1974,18.2
12100,YR,T,Y59,PT,1974,17.4
12101,YR,T,Y6,PT,1974,65.5
12102,YR,T,Y60,PT,1974,16.6
12103,YR,T,Y61,PT,1974,15.9
12104,YR,T,Y62,PT,1974,15.2
12105,YR,T,Y63,PT,1974,14.4
12106,YR,T,Y64,PT,1974,13.7
12107,YR,T,Y65,PT,1974,13.0
12108,YR,T,Y66,PT,1974,12.3
12109,YR,T,Y67,PT,1974,11.7
12110,YR,T,Y68,PT,1974,11.0
12111,YR,T,Y69,PT,1974,10.3
12112,YR,T,Y7,PT,1974,64.6
12113,YR,T,Y70,PT,1974,9.7
12114,YR,T,Y71,PT,1974,9.1
12115,YR,T,Y72,PT,1974,8.5
12116,YR,T,Y73,PT,1974,8.0
12117,YR,T,Y74,PT,1974,7.4
12118,YR,T,Y75,PT,1974,6.8
12119,YR,T,Y76,PT,1974,6.5
12120,YR,T,Y77,PT,1974,6.1
12121,YR,T,Y78,PT,1974,5.7
12122,YR,T,Y79,PT,1974,5.2
12123,YR,T,Y8,PT,1974,63.6
12124,YR,T,Y80,PT,1974,4.8
12125,YR,T,Y81,PT,1974,4.5
12126,YR,T,Y82,PT,1974,4.2
12127,YR,T,Y83,PT,1974,4.0
12128,YR,T,Y84,PT,1974,3.7
12129,YR,T,Y9,PT,1974,62.7
12130,YR,T,Y_GE85,PT,1974,3.5
12131,YR,T,Y_LT1,PT,1974,68.2
12132,YR,F,Y1,PT,1973,72.6
12133,YR,F,Y10,PT,1973,64.6
12134,YR,F,Y11,PT,1973,63.6
12135,YR,F,Y12,PT,1973,62.6
12136,YR,F,Y13,PT,1973,61.7
12137,YR,F,Y14,PT,1973,60.7
12138,YR,F,Y15,PT,1973,59.7
12139,YR,F,Y16,PT,1973,58.8
12140,YR,F,Y17,PT,1973,57.8
12141,YR,F,Y18,PT,1973,56.8
12142,YR,F,Y19,PT,1973,55.8
12143,YR,F,Y2,PT,1973,72.0
12144,YR,F,Y20,PT,1973,54.9
12145,YR,F,Y21,PT,1973,53.9
12146,YR,F,Y22,PT,1973,52.9
12147,YR,F,Y23,PT,1973,52.0
12148,YR,F,Y24,PT,1973,51.0
12149,YR,F,Y25,PT,1973,50.0
12150,YR,F,Y26,PT,1973,49.1
12151,YR,F,Y27,PT,1973,48.1
12152,YR,F,Y28,PT,1973,47.1
12153,YR,F,Y29,PT,1973,46.2
12154,YR,F,Y3,PT,1973,71.1
12155,YR,F,Y30,PT,1973,45.2
12156,YR,F,Y31,PT,1973,44.3
12157,YR,F,Y32,PT,1973,43.3
12158,YR,F,Y33,PT,1973,42.4
12159,YR,F,Y34,PT,1973,41.4
12160,YR,F,Y35,PT,1973,40.5
12161,YR,F,Y36,PT,1973,39.5
12162,YR,F,Y37,PT,1973,38.6
12163,YR,F,Y38,PT,1973,37.6
12164,YR,F,Y39,PT,1973,36.7
12165,YR,F,Y4,PT,1973,70.3
12166,YR,F,Y40,PT,1973,35.8
12167,YR,F,Y41,PT,1973,34.8
12168,YR,F,Y42,PT,1973,33.9
12169,YR,F,Y43,PT,1973,33.0
12170,YR,F,Y44,PT,1973,32.1
12171,YR,F,Y45,PT,1973,31.2
12172,YR,F,Y46,PT,1973,30.2
12173,YR,F,Y47,PT,1973,29.3
12174,YR,F,Y48,PT,1973,28.4
12175,YR,F,Y49,PT,1973,27.5
12176,YR,F,Y5,PT,1973,69.4
12177,YR,F,Y50,PT,1973,26.7
12178,YR,F,Y51,PT,1973,25.8
12179,YR,F,Y52,PT,1973,24.9
12180,YR,F,Y53,PT,1973,24.0
12181,YR,F,Y54,PT,1973,23.1
12182,YR,F,Y55,PT,1973,22.3
12183,YR,F,Y56,PT,1973,21.4
12184,YR,F,Y57,PT,1973,20.6
12185,YR,F,Y58,PT,1973,19.7
12186,YR,F,Y59,PT,1973,18.9
12187,YR,F,Y6,PT,1973,68.4
12188,YR,F,Y60,PT,1973,18.1
12189,YR,F,Y61,PT,1973,17.3
12190,YR,F,Y62,PT,1973,16.5
12191,YR,F,Y63,PT,1973,15.6
12192,YR,F,Y64,PT,1973,14.8
12193,YR,F,Y65,PT,1973,14.1
12194,YR,F,Y66,PT,1973,13.4
12195,YR,F,Y67,PT,1973,12.6
12196,YR,F,Y68,PT,1973,11.9
12197,YR,F,Y69,PT,1973,11.1
12198,YR,F,Y7,PT,1973,67.5
12199,YR,F,Y70,PT,1973,10.4
12200,YR,F,Y71,PT,1973,9.8
12201,YR,F,Y72,PT,1973,9.1
12202,YR,F,Y73,PT,1973,8.5
12203,YR,F,Y74,PT,1973,7.8
12204,YR,F,Y75,PT,1973,7.4
12205,YR,F,Y76,PT,1973,6.9
12206,YR,F,Y77,PT,1973,6.4
12207,YR,F,Y78,PT,1973,5.9
12208,YR,F,Y79,PT,1973,5.4
12209,YR,F,Y8,PT,1973,66.5
12210,YR,F,Y80,PT,1973,5.1
12211,YR,F,Y81,PT,1973,4.7
12212,YR,F,Y82,PT,1973,4.4
12213,YR,F,Y83,PT,1973,4.0
12214,YR,F,Y84,PT,1973,3.6
12215,YR,F,Y9,PT,1973,65.6
12216,YR,F,Y_GE85,PT,1973,3.7
12217,YR,F,Y_LT1,PT,1973,70.6
12218,YR,M,Y1,PT,1973,66.8
12219,YR,M,Y10,PT,1973,58.8
12220,YR,M,Y11,PT,1973,57.9
12221,YR,M,Y12,PT,1973,56.9
12222,YR,M,Y13,PT,1973,56.0
12223,YR,M,Y14,PT,1973,55.0
12224,YR,M,Y15,PT,1973,54.1
12225,YR,M,Y16,PT,1973,53.1
12226,YR,M,Y17,PT,1973,52.2
12227,YR,M,Y18,PT,1973,51.3
12228,YR,M,Y19,PT,1973,50.3
12229,YR,M,Y2,PT,1973,66.1
12230,YR,M,Y20,PT,1973,49.4
12231,YR,M,Y21,PT,1973,48.5
12232,YR,M,Y22,PT,1973,47.6
12233,YR,M,Y23,PT,1973,46.6
12234,YR,M,Y24,PT,1973,45.7
12235,YR,M,Y25,PT,1973,44.8
12236,YR,M,Y26,PT,1973,43.9
12237,YR,M,Y27,PT,1973,42.9
12238,YR,M,Y28,PT,1973,42.0
12239,YR,M,Y29,PT,1973,41.1
12240,YR,M,Y3,PT,1973,65.3
12241,YR,M,Y30,PT,1973,40.2
12242,YR,M,Y31,PT,1973,39.3
12243,YR,M,Y32,PT,1973,38.4
12244,YR,M,Y33,PT,1973,37.5
12245,YR,M,Y34,PT,1973,36.6
12246,YR,M,Y35,PT,1973,35.7
12247,YR,M,Y36,PT,1973,34.7
12248,YR,M,Y37,PT,1973,33.9
12249,YR,M,Y38,PT,1973,32.9
12250,YR,M,Y39,PT,1973,32.0
12251,YR,M,Y4,PT,1973,64.5
12252,YR,M,Y40,PT,1973,31.2
12253,YR,M,Y41,PT,1973,30.3
12254,YR,M,Y42,PT,1973,29.4
12255,YR,M,Y43,PT,1973,28.6
12256,YR,M,Y44,PT,1973,27.7
12257,YR,M,Y45,PT,1973,26.9
12258,YR,M,Y46,PT,1973,26.0
12259,YR,M,Y47,PT,1973,25.2
12260,YR,M,Y48,PT,1973,24.4
12261,YR,M,Y49,PT,1973,23.5
12262,YR,M,Y5,PT,1973,63.6
12263,YR,M,Y50,PT,1973,22.8
12264,YR,M,Y51,PT,1973,22.0
12265,YR,M,Y52,PT,1973,21.2
12266,YR,M,Y53,PT,1973,20.4
12267,YR,M,Y54,PT,1973,19.6
12268,YR,M,Y55,PT,1973,18.8
12269,YR,M,Y56,PT,1973,18.0
12270,YR,M,Y57,PT,1973,17.3
12271,YR,M,Y58,PT,1973,16.6
12272,YR,M,Y59,PT,1973,15.9
12273,YR,M,Y6,PT,1973,62.6
12274,YR,M,Y60,PT,1973,15.2
12275,YR,M,Y61,PT,1973,14.5
12276,YR,M,Y62,PT,1973,13.8
12277,YR,M,Y63,PT,1973,13.1
12278,YR,M,Y64,PT,1973,12.4
12279,YR,M,Y65,PT,1973,11.8
12280,YR,M,Y66,PT,1973,11.2
12281,YR,M,Y67,PT,1973,10.6
12282,YR,M,Y68,PT,1973,10.0
12283,YR,M,Y69,PT,1973,9.4
12284,YR,M,Y7,PT,1973,61.7
12285,YR,M,Y70,PT,1973,8.9
12286,YR,M,Y71,PT,1973,8.4
12287,YR,M,Y72,PT,1973,7.9
12288,YR,M,Y73,PT,1973,7.4
12289,YR,M,Y74,PT,1973,6.8
12290,YR,M,Y75,PT,1973,6.6
12291,YR,M,Y76,PT,1973,6.2
12292,YR,M,Y77,PT,1973,5.9
12293,YR,M,Y78,PT,1973,5.5
12294,YR,M,Y79,PT,1973,5.1
12295,YR,M,Y8,PT,1973,60.7
12296,YR,M,Y80,PT,1973,4.9
12297,YR,M,Y81,PT,1973,4.7
12298,YR,M,Y82,PT,1973,4.5
12299,YR,M,Y83,PT,1973,4.4
12300,YR,M,Y84,PT,1973,4.2
12301,YR,M,Y9,PT,1973,59.8
12302,YR,M,Y_GE85,PT,1973,4.4
12303,YR,M,Y_LT1,PT,1973,64.4
12304,YR,T,Y1,PT,1973,69.8
12305,YR,T,Y10,PT,1973,61.8
12306,YR,T,Y11,PT,1973,60.9
12307,YR,T,Y12,PT,1973,59.9
12308,YR,T,Y13,PT,1973,58.9
12309,YR,T,Y14,PT,1973,58.0
12310,YR,T,Y15,PT,1973,57.0
12311,YR,T,Y16,PT,1973,56.1
12312,YR,T,Y17,PT,1973,55.1
12313,YR,T,Y18,PT,1973,54.1
12314,YR,T,Y19,PT,1973,53.2
12315,YR,T,Y2,PT,1973,69.2
12316,YR,T,Y20,PT,1973,52.3
12317,YR,T,Y21,PT,1973,51.3
12318,YR,T,Y22,PT,1973,50.4
12319,YR,T,Y23,PT,1973,49.4
12320,YR,T,Y24,PT,1973,48.5
12321,YR,T,Y25,PT,1973,47.5
12322,YR,T,Y26,PT,1973,46.6
12323,YR,T,Y27,PT,1973,45.6
12324,YR,T,Y28,PT,1973,44.7
12325,YR,T,Y29,PT,1973,43.8
12326,YR,T,Y3,PT,1973,68.3
12327,YR,T,Y30,PT,1973,42.8
12328,YR,T,Y31,PT,1973,41.9
12329,YR,T,Y32,PT,1973,41.0
12330,YR,T,Y33,PT,1973,40.0
12331,YR,T,Y34,PT,1973,39.1
12332,YR,T,Y35,PT,1973,38.2
12333,YR,T,Y36,PT,1973,37.2
12334,YR,T,Y37,PT,1973,36.3
12335,YR,T,Y38,PT,1973,35.4
12336,YR,T,Y39,PT,1973,34.5
12337,YR,T,Y4,PT,1973,67.5
12338,YR,T,Y40,PT,1973,33.6
12339,YR,T,Y41,PT,1973,32.7
12340,YR,T,Y42,PT,1973,31.8
12341,YR,T,Y43,PT,1973,30.9
12342,YR,T,Y44,PT,1973,30.0
12343,YR,T,Y45,PT,1973,29.1
12344,YR,T,Y46,PT,1973,28.3
12345,YR,T,Y47,PT,1973,27.4
12346,YR,T,Y48,PT,1973,26.5
12347,YR,T,Y49,PT,1973,25.7
12348,YR,T,Y5,PT,1973,66.6
12349,YR,T,Y50,PT,1973,24.8
12350,YR,T,Y51,PT,1973,24.0
12351,YR,T,Y52,PT,1973,23.2
12352,YR,T,Y53,PT,1973,22.3
12353,YR,T,Y54,PT,1973,21.5
12354,YR,T,Y55,PT,1973,20.7
12355,YR,T,Y56,PT,1973,19.9
12356,YR,T,Y57,PT,1973,19.1
12357,YR,T,Y58,PT,1973,18.3
12358,YR,T,Y59,PT,1973,17.5
12359,YR,T,Y6,PT,1973,65.6
12360,YR,T,Y60,PT,1973,16.8
12361,YR,T,Y61,PT,1973,16.0
12362,YR,T,Y62,PT,1973,15.3
12363,YR,T,Y63,PT,1973,14.5
12364,YR,T,Y64,PT,1973,13.8
12365,YR,T,Y65,PT,1973,13.1
12366,YR,T,Y66,PT,1973,12.4
12367,YR,T,Y67,PT,1973,11.8
12368,YR,T,Y68,PT,1973,11.1
12369,YR,T,Y69,PT,1973,10.4
12370,YR,T,Y7,PT,1973,64.7
12371,YR,T,Y70,PT,1973,9.8
12372,YR,T,Y71,PT,1973,9.2
12373,YR,T,Y72,PT,1973,8.6
12374,YR,T,Y73,PT,1973,8.0
12375,YR,T,Y74,PT,1973,7.4
12376,YR,T,Y75,PT,1973,7.1
12377,YR,T,Y76,PT,1973,6.6
12378,YR,T,Y77,PT,1973,6.2
12379,YR,T,Y78,PT,1973,5.7
12380,YR,T,Y79,PT,1973,5.3
12381,YR,T,Y8,PT,1973,63.7
12382,YR,T,Y80,PT,1973,5.0
12383,YR,T,Y81,PT,1973,4.7
12384,YR,T,Y82,PT,1973,4.4
12385,YR,T,Y83,PT,1973,4.2
12386,YR,T,Y84,PT,1973,3.8
12387,YR,T,Y9,PT,1973,62.8
12388,YR,T,Y_GE85,PT,1973,3.9
12389,YR,T,Y_LT1,PT,1973,67.6
12390,YR,F,Y1,PT,1972,73.2
12391,YR,F,Y10,PT,1972,65.1
12392,YR,F,Y11,PT,1972,64.1
12393,YR,F,Y12,PT,1972,63.2
12394,YR,F,Y13,PT,1972,62.2
12395,YR,F,Y14,PT,1972,61.2
12396,YR,F,Y15,PT,1972,60.2
12397,YR,F,Y16,PT,1972,59.3
12398,YR,F,Y17,PT,1972,58.3
12399,YR,F,Y18,PT,1972,57.3
12400,YR,F,Y19,PT,1972,56.3
12401,YR,F,Y2,PT,1972,72.6
12402,YR,F,Y20,PT,1972,55.4
12403,YR,F,Y21,PT,1972,54.4
12404,YR,F,Y22,PT,1972,53.4
12405,YR,F,Y23,PT,1972,52.5
12406,YR,F,Y24,PT,1972,51.5
12407,YR,F,Y25,PT,1972,50.5
12408,YR,F,Y26,PT,1972,49.6
12409,YR,F,Y27,PT,1972,48.6
12410,YR,F,Y28,PT,1972,47.7
12411,YR,F,Y29,PT,1972,46.7
12412,YR,F,Y3,PT,1972,71.7
12413,YR,F,Y30,PT,1972,45.8
12414,YR,F,Y31,PT,1972,44.8
12415,YR,F,Y32,PT,1972,43.9
12416,YR,F,Y33,PT,1972,42.9
12417,YR,F,Y34,PT,1972,41.9
12418,YR,F,Y35,PT,1972,41.0
12419,YR,F,Y36,PT,1972,40.0
12420,YR,F,Y37,PT,1972,39.1
12421,YR,F,Y38,PT,1972,38.1
12422,YR,F,Y39,PT,1972,37.2
12423,YR,F,Y4,PT,1972,70.8
12424,YR,F,Y40,PT,1972,36.3
12425,YR,F,Y41,PT,1972,35.3
12426,YR,F,Y42,PT,1972,34.4
12427,YR,F,Y43,PT,1972,33.5
12428,YR,F,Y44,PT,1972,32.6
12429,YR,F,Y45,PT,1972,31.6
12430,YR,F,Y46,PT,1972,30.7
12431,YR,F,Y47,PT,1972,29.8
12432,YR,F,Y48,PT,1972,28.9
12433,YR,F,Y49,PT,1972,28.0
12434,YR,F,Y5,PT,1972,69.9
12435,YR,F,Y50,PT,1972,27.1
12436,YR,F,Y51,PT,1972,26.2
12437,YR,F,Y52,PT,1972,25.3
12438,YR,F,Y53,PT,1972,24.5
12439,YR,F,Y54,PT,1972,23.6
12440,YR,F,Y55,PT,1972,22.7
12441,YR,F,Y56,PT,1972,21.9
12442,YR,F,Y57,PT,1972,21.0
12443,YR,F,Y58,PT,1972,20.2
12444,YR,F,Y59,PT,1972,19.3
12445,YR,F,Y6,PT,1972,69.0
12446,YR,F,Y60,PT,1972,18.5
12447,YR,F,Y61,PT,1972,17.7
12448,YR,F,Y62,PT,1972,16.9
12449,YR,F,Y63,PT,1972,16.0
12450,YR,F,Y64,PT,1972,15.3
12451,YR,F,Y65,PT,1972,14.5
12452,YR,F,Y66,PT,1972,13.8
12453,YR,F,Y67,PT,1972,13.0
12454,YR,F,Y68,PT,1972,12.3
12455,YR,F,Y69,PT,1972,11.6
12456,YR,F,Y7,PT,1972,68.0
12457,YR,F,Y70,PT,1972,10.9
12458,YR,F,Y71,PT,1972,10.2
12459,YR,F,Y72,PT,1972,9.6
12460,YR,F,Y73,PT,1972,8.9
12461,YR,F,Y74,PT,1972,8.4
12462,YR,F,Y75,PT,1972,7.9
12463,YR,F,Y76,PT,1972,7.4
12464,YR,F,Y77,PT,1972,6.8
12465,YR,F,Y78,PT,1972,6.3
12466,YR,F,Y79,PT,1972,5.9
12467,YR,F,Y8,PT,1972,67.0
12468,YR,F,Y80,PT,1972,5.5
12469,YR,F,Y81,PT,1972,5.2
12470,YR,F,Y82,PT,1972,4.8
12471,YR,F,Y83,PT,1972,4.4
12472,YR,F,Y84,PT,1972,4.2
12473,YR,F,Y9,PT,1972,66.1
12474,YR,F,Y_GE85,PT,1972,4.1
12475,YR,F,Y_LT1,PT,1972,71.5
12476,YR,M,Y1,PT,1972,67.4
12477,YR,M,Y10,PT,1972,59.4
12478,YR,M,Y11,PT,1972,58.5
12479,YR,M,Y12,PT,1972,57.5
12480,YR,M,Y13,PT,1972,56.6
12481,YR,M,Y14,PT,1972,55.6
12482,YR,M,Y15,PT,1972,54.6
12483,YR,M,Y16,PT,1972,53.7
12484,YR,M,Y17,PT,1972,52.7
12485,YR,M,Y18,PT,1972,51.8
12486,YR,M,Y19,PT,1972,50.9
12487,YR,M,Y2,PT,1972,66.7
12488,YR,M,Y20,PT,1972,50.0
12489,YR,M,Y21,PT,1972,49.1
12490,YR,M,Y22,PT,1972,48.1
12491,YR,M,Y23,PT,1972,47.2
12492,YR,M,Y24,PT,1972,46.3
12493,YR,M,Y25,PT,1972,45.4
12494,YR,M,Y26,PT,1972,44.4
12495,YR,M,Y27,PT,1972,43.5
12496,YR,M,Y28,PT,1972,42.6
12497,YR,M,Y29,PT,1972,41.6
12498,YR,M,Y3,PT,1972,65.9
12499,YR,M,Y30,PT,1972,40.7
12500,YR,M,Y31,PT,1972,39.8
12501,YR,M,Y32,PT,1972,38.9
12502,YR,M,Y33,PT,1972,38.0
12503,YR,M,Y34,PT,1972,37.0
12504,YR,M,Y35,PT,1972,36.1
12505,YR,M,Y36,PT,1972,35.2
12506,YR,M,Y37,PT,1972,34.3
12507,YR,M,Y38,PT,1972,33.5
12508,YR,M,Y39,PT,1972,32.6
12509,YR,M,Y4,PT,1972,65.1
12510,YR,M,Y40,PT,1972,31.7
12511,YR,M,Y41,PT,1972,30.8
12512,YR,M,Y42,PT,1972,29.9
12513,YR,M,Y43,PT,1972,29.0
12514,YR,M,Y44,PT,1972,28.2
12515,YR,M,Y45,PT,1972,27.3
12516,YR,M,Y46,PT,1972,26.4
12517,YR,M,Y47,PT,1972,25.6
12518,YR,M,Y48,PT,1972,24.7
12519,YR,M,Y49,PT,1972,24.0
12520,YR,M,Y5,PT,1972,64.2
12521,YR,M,Y50,PT,1972,23.2
12522,YR,M,Y51,PT,1972,22.4
12523,YR,M,Y52,PT,1972,21.6
12524,YR,M,Y53,PT,1972,20.8
12525,YR,M,Y54,PT,1972,20.0
12526,YR,M,Y55,PT,1972,19.2
12527,YR,M,Y56,PT,1972,18.5
12528,YR,M,Y57,PT,1972,17.7
12529,YR,M,Y58,PT,1972,17.0
12530,YR,M,Y59,PT,1972,16.3
12531,YR,M,Y6,PT,1972,63.2
12532,YR,M,Y60,PT,1972,15.6
12533,YR,M,Y61,PT,1972,14.9
12534,YR,M,Y62,PT,1972,14.2
12535,YR,M,Y63,PT,1972,13.5
12536,YR,M,Y64,PT,1972,12.9
12537,YR,M,Y65,PT,1972,12.3
12538,YR,M,Y66,PT,1972,11.7
12539,YR,M,Y67,PT,1972,11.0
12540,YR,M,Y68,PT,1972,10.4
12541,YR,M,Y69,PT,1972,9.9
12542,YR,M,Y7,PT,1972,62.3
12543,YR,M,Y70,PT,1972,9.3
12544,YR,M,Y71,PT,1972,8.8
12545,YR,M,Y72,PT,1972,8.3
12546,YR,M,Y73,PT,1972,7.7
12547,YR,M,Y74,PT,1972,7.4
12548,YR,M,Y75,PT,1972,7.0
12549,YR,M,Y76,PT,1972,6.6
12550,YR,M,Y77,PT,1972,6.2
12551,YR,M,Y78,PT,1972,5.8
12552,YR,M,Y79,PT,1972,5.5
12553,YR,M,Y8,PT,1972,61.3
12554,YR,M,Y80,PT,1972,5.2
12555,YR,M,Y81,PT,1972,5.0
12556,YR,M,Y82,PT,1972,4.8
12557,YR,M,Y83,PT,1972,4.6
12558,YR,M,Y84,PT,1972,4.5
12559,YR,M,Y9,PT,1972,60.4
12560,YR,M,Y_GE85,PT,1972,4.3
12561,YR,M,Y_LT1,PT,1972,65.2
12562,YR,T,Y1,PT,1972,70.4
12563,YR,T,Y10,PT,1972,62.4
12564,YR,T,Y11,PT,1972,61.4
12565,YR,T,Y12,PT,1972,60.4
12566,YR,T,Y13,PT,1972,59.5
12567,YR,T,Y14,PT,1972,58.5
12568,YR,T,Y15,PT,1972,57.5
12569,YR,T,Y16,PT,1972,56.6
12570,YR,T,Y17,PT,1972,55.6
12571,YR,T,Y18,PT,1972,54.7
12572,YR,T,Y19,PT,1972,53.7
12573,YR,T,Y2,PT,1972,69.7
12574,YR,T,Y20,PT,1972,52.8
12575,YR,T,Y21,PT,1972,51.8
12576,YR,T,Y22,PT,1972,50.9
12577,YR,T,Y23,PT,1972,49.9
12578,YR,T,Y24,PT,1972,49.0
12579,YR,T,Y25,PT,1972,48.1
12580,YR,T,Y26,PT,1972,47.1
12581,YR,T,Y27,PT,1972,46.2
12582,YR,T,Y28,PT,1972,45.2
12583,YR,T,Y29,PT,1972,44.3
12584,YR,T,Y3,PT,1972,68.9
12585,YR,T,Y30,PT,1972,43.3
12586,YR,T,Y31,PT,1972,42.4
12587,YR,T,Y32,PT,1972,41.5
12588,YR,T,Y33,PT,1972,40.5
12589,YR,T,Y34,PT,1972,39.6
12590,YR,T,Y35,PT,1972,38.7
12591,YR,T,Y36,PT,1972,37.8
12592,YR,T,Y37,PT,1972,36.8
12593,YR,T,Y38,PT,1972,35.9
12594,YR,T,Y39,PT,1972,35.0
12595,YR,T,Y4,PT,1972,68.1
12596,YR,T,Y40,PT,1972,34.1
12597,YR,T,Y41,PT,1972,33.2
12598,YR,T,Y42,PT,1972,32.3
12599,YR,T,Y43,PT,1972,31.4
12600,YR,T,Y44,PT,1972,30.5
12601,YR,T,Y45,PT,1972,29.6
12602,YR,T,Y46,PT,1972,28.7
12603,YR,T,Y47,PT,1972,27.8
12604,YR,T,Y48,PT,1972,26.9
12605,YR,T,Y49,PT,1972,26.1
12606,YR,T,Y5,PT,1972,67.1
12607,YR,T,Y50,PT,1972,25.3
12608,YR,T,Y51,PT,1972,24.4
12609,YR,T,Y52,PT,1972,23.6
12610,YR,T,Y53,PT,1972,22.7
12611,YR,T,Y54,PT,1972,21.9
12612,YR,T,Y55,PT,1972,21.1
12613,YR,T,Y56,PT,1972,20.3
12614,YR,T,Y57,PT,1972,19.5
12615,YR,T,Y58,PT,1972,18.7
12616,YR,T,Y59,PT,1972,17.9
12617,YR,T,Y6,PT,1972,66.2
12618,YR,T,Y60,PT,1972,17.2
12619,YR,T,Y61,PT,1972,16.4
12620,YR,T,Y62,PT,1972,15.7
12621,YR,T,Y63,PT,1972,14.9
12622,YR,T,Y64,PT,1972,14.2
12623,YR,T,Y65,PT,1972,13.6
12624,YR,T,Y66,PT,1972,12.9
12625,YR,T,Y67,PT,1972,12.2
12626,YR,T,Y68,PT,1972,11.5
12627,YR,T,Y69,PT,1972,10.8
12628,YR,T,Y7,PT,1972,65.3
12629,YR,T,Y70,PT,1972,10.2
12630,YR,T,Y71,PT,1972,9.7
12631,YR,T,Y72,PT,1972,9.0
12632,YR,T,Y73,PT,1972,8.4
12633,YR,T,Y74,PT,1972,8.0
12634,YR,T,Y75,PT,1972,7.5
12635,YR,T,Y76,PT,1972,7.1
12636,YR,T,Y77,PT,1972,6.6
12637,YR,T,Y78,PT,1972,6.1
12638,YR,T,Y79,PT,1972,5.8
12639,YR,T,Y8,PT,1972,64.3
12640,YR,T,Y80,PT,1972,5.4
12641,YR,T,Y81,PT,1972,5.1
12642,YR,T,Y82,PT,1972,4.8
12643,YR,T,Y83,PT,1972,4.4
12644,YR,T,Y84,PT,1972,4.3
12645,YR,T,Y9,PT,1972,63.3
12646,YR,T,Y_GE85,PT,1972,4.2
12647,YR,T,Y_LT1,PT,1972,68.4
12648,YR,F,Y1,PT,1971,72.3
12649,YR,F,Y10,PT,1971,64.5
12650,YR,F,Y11,PT,1971,63.5
12651,YR,F,Y12,PT,1971,62.6
12652,YR,F,Y13,PT,1971,61.6
12653,YR,F,Y14,PT,1971,60.6
12654,YR,F,Y15,PT,1971,59.6
12655,YR,F,Y16,PT,1971,58.7
12656,YR,F,Y17,PT,1971,57.7
12657,YR,F,Y18,PT,1971,56.7
12658,YR,F,Y19,PT,1971,55.8
12659,YR,F,Y2,PT,1971,71.8
12660,YR,F,Y20,PT,1971,54.8
12661,YR,F,Y21,PT,1971,53.8
12662,YR,F,Y22,PT,1971,52.9
12663,YR,F,Y23,PT,1971,51.9
12664,YR,F,Y24,PT,1971,50.9
12665,YR,F,Y25,PT,1971,50.0
12666,YR,F,Y26,PT,1971,49.0
12667,YR,F,Y27,PT,1971,48.1
12668,YR,F,Y28,PT,1971,47.1
12669,YR,F,Y29,PT,1971,46.2
12670,YR,F,Y3,PT,1971,71.0
12671,YR,F,Y30,PT,1971,45.2
12672,YR,F,Y31,PT,1971,44.3
12673,YR,F,Y32,PT,1971,43.3
12674,YR,F,Y33,PT,1971,42.4
12675,YR,F,Y34,PT,1971,41.4
12676,YR,F,Y35,PT,1971,40.5
12677,YR,F,Y36,PT,1971,39.5
12678,YR,F,Y37,PT,1971,38.6
12679,YR,F,Y38,PT,1971,37.7
12680,YR,F,Y39,PT,1971,36.7
12681,YR,F,Y4,PT,1971,70.2
12682,YR,F,Y40,PT,1971,35.8
12683,YR,F,Y41,PT,1971,34.9
12684,YR,F,Y42,PT,1971,33.9
12685,YR,F,Y43,PT,1971,33.0
12686,YR,F,Y44,PT,1971,32.1
12687,YR,F,Y45,PT,1971,31.2
12688,YR,F,Y46,PT,1971,30.3
12689,YR,F,Y47,PT,1971,29.4
12690,YR,F,Y48,PT,1971,28.5
12691,YR,F,Y49,PT,1971,27.6
12692,YR,F,Y5,PT,1971,69.2
12693,YR,F,Y50,PT,1971,26.7
12694,YR,F,Y51,PT,1971,25.8
12695,YR,F,Y52,PT,1971,24.9
12696,YR,F,Y53,PT,1971,24.1
12697,YR,F,Y54,PT,1971,23.2
12698,YR,F,Y55,PT,1971,22.3
12699,YR,F,Y56,PT,1971,21.5
12700,YR,F,Y57,PT,1971,20.6
12701,YR,F,Y58,PT,1971,19.8
12702,YR,F,Y59,PT,1971,19.0
12703,YR,F,Y6,PT,1971,68.3
12704,YR,F,Y60,PT,1971,18.1
12705,YR,F,Y61,PT,1971,17.3
12706,YR,F,Y62,PT,1971,16.5
12707,YR,F,Y63,PT,1971,15.7
12708,YR,F,Y64,PT,1971,15.0
12709,YR,F,Y65,PT,1971,14.2
12710,YR,F,Y66,PT,1971,13.5
12711,YR,F,Y67,PT,1971,12.7
12712,YR,F,Y68,PT,1971,12.0
